,area_type,availability,location,size,society,total_sqft,bath,balcony,price(in lakhs),bhk,price_per_sqft
236,Super built-up  Area,Ready To Move,Whitefield,2,Sparam ,1370.0,2.0,2.0,56.0,2.0,4087.5912408759123
237,Super built-up  Area,Ready To Move,Hebbal,2,Diaveic,1040.0,2.0,2.0,46.0,2.0,4423.076923076923
238,Super built-up  Area,18-May,Bommasandra,2,SSestth,1035.0,2.0,1.0,41.73,2.0,4031.884057971014
239,Super built-up  Area,Ready To Move,Malleshpalya,2,,1200.0,2.0,2.0,46.0,2.0,3833.3333333333335
240,Super built-up  Area,18-Apr,Munnekollal,2,Sadhii ,1030.0,2.0,1.0,50.36,2.0,4889.320388349514
241,Super built-up  Area,Ready To Move,other,3,,1215.0,2.0,3.0,50.0,3.0,4115.22633744856
242,Super built-up  Area,Ready To Move,Kudlu Gate,2,,1215.0,2.0,1.0,44.96,2.0,3700.411522633745
243,Super built-up  Area,Ready To Move,Kaggadasapura,2,RohtsHe,1100.0,2.0,3.0,58.0,2.0,5272.727272727273
244,Super built-up  Area,Ready To Move,Hulimavu,1,NiarkHy,688.0,1.0,2.0,50.0,1.0,7267.441860465116
245,Super built-up  Area,Ready To Move,Hulimavu,3,NiarkHy,1818.0,3.0,1.0,135.0,3.0,7425.742574257426
246,Built-up  Area,Ready To Move,other,3,PlhtsHe,1464.0,2.0,2.0,115.0,3.0,7855.191256830601
247,Super built-up  Area,18-Feb,Rajaji Nagar,3,Puwerun,1621.0,4.0,0.0,130.0,3.0,8019.740900678594
248,Super built-up  Area,21-Feb,Kanakpura Road,3,PrarePa,1100.0,3.0,1.0,52.97,3.0,4815.454545454545
249,Super built-up  Area,Ready To Move,Begur Road,3,MJilayl,1500.0,2.0,3.0,70.0,3.0,4666.666666666667
250,Built-up  Area,Ready To Move,other,2,,1016.0,2.0,1.0,45.9,2.0,4517.716535433071
251,Super built-up  Area,Ready To Move,Sarjapur  Road,3,CoLeoen,1489.0,2.0,3.0,82.0,3.0,5507.051712558764
252,Super built-up  Area,Ready To Move,Old Madras Road,2,Teilsaf,1100.0,2.0,1.0,70.0,2.0,6363.636363636364
253,Plot  Area,Ready To Move,Nagarbhavi,3,,1350.0,3.0,2.0,150.0,3.0,11111.111111111111
254,Plot  Area,Ready To Move,Horamavu Banaswadi,5,,1600.0,5.0,3.0,140.0,5.0,8750.0
255,Super built-up  Area,21-Dec,Kanakpura Road,1,PrarePa,525.0,1.0,1.0,27.0,1.0,5142.857142857143
256,Super built-up  Area,Ready To Move,NGR Layout,2,,1020.0,2.0,1.0,45.9,2.0,4500.0
257,Built-up  Area,Ready To Move,Hoskote,2,Corus C,1065.0,2.0,3.0,33.75,2.0,3169.0140845070423
258,Super built-up  Area,Ready To Move,Jigani,2,DLhtsen,939.0,2.0,2.0,39.0,2.0,4153.35463258786
259,Super built-up  Area,18-Jan,Electronic City,1,Prarkun,630.0,1.0,1.0,47.0,1.0,7460.31746031746
260,Built-up  Area,Ready To Move,other,2,Sryamar,1200.0,2.0,1.0,62.0,2.0,5166.666666666667
261,Built-up  Area,Ready To Move,other,1,,510.0,1.0,0.0,34.0,1.0,6666.666666666667
262,Super built-up  Area,Ready To Move,Kalena Agrahara,2,MancyRe,1180.0,2.0,2.0,85.0,2.0,7203.389830508475
263,Super built-up  Area,18-Aug,Kanakpura Road,3,,1401.0,3.0,2.0,69.0,3.0,4925.0535331905785
264,Super built-up  Area,18-May,Whitefield,2,Prtates,1216.0,2.0,1.0,79.0,2.0,6496.710526315789
265,Built-up  Area,Ready To Move,Hosakerehalli,2,,925.0,2.0,1.0,46.25,2.0,5000.0
266,Super built-up  Area,Ready To Move,other,3,MJarlPe,1530.0,2.0,1.0,97.0,3.0,6339.869281045751
267,Built-up  Area,Ready To Move,Hennur,3,Bront A,1640.0,3.0,2.0,120.0,3.0,7317.073170731707
268,Super built-up  Area,Ready To Move,Brookefield,3,Stide B,1706.0,3.0,2.0,115.0,3.0,6740.914419695194
269,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,,1936.0,4.0,2.0,126.0,3.0,6508.264462809917
270,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,,1278.0,2.0,1.0,53.76,3.0,4206.572769953052
271,Super built-up  Area,Ready To Move,Yeshwanthpur,3,IBityin,1679.0,3.0,,92.13,3.0,5487.194758784991
272,Super built-up  Area,19-Oct,other,2,,970.0,2.0,2.0,35.0,2.0,3608.2474226804125
273,Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1520.0,2.0,3.0,81.0,3.0,5328.9473684210525
274,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1151.0,2.0,2.0,39.02,2.0,3390.095569070374
275,Super built-up  Area,Ready To Move,Harlur,2,Prncyrn,1197.0,2.0,1.0,77.0,2.0,6432.748538011696
276,Super built-up  Area,18-Jul,Bhoganhalli,4,Rosha I,2171.0,4.0,2.0,111.0,4.0,5112.851220635652
277,Super built-up  Area,Ready To Move,Nehru Nagar,2,Veyalin,961.0,2.0,2.0,38.0,2.0,3954.2143600416234
278,Super built-up  Area,Ready To Move,Kudlu Gate,3,,1664.0,3.0,2.0,68.0,3.0,4086.5384615384614
279,Super built-up  Area,Ready To Move,Harlur,3,,1754.0,3.0,2.0,135.0,3.0,7696.693272519954
280,Super built-up  Area,Ready To Move,Sarjapur  Road,4,Adeatlm,3335.0,5.0,2.0,300.0,4.0,8995.502248875562
281,Super built-up  Area,Ready To Move,other,2,Daxir E,980.0,2.0,3.0,35.0,2.0,3571.4285714285716
282,Super built-up  Area,Ready To Move,Rachenahalli,4,,3657.0,5.0,,220.0,4.0,6015.859994531036
283,Super built-up  Area,Ready To Move,other,3,LoentKr,1650.0,3.0,2.0,75.0,3.0,4545.454545454545
284,Super built-up  Area,Ready To Move,Rajaji Nagar,3,Tiitela,1380.0,3.0,3.0,130.0,3.0,9420.289855072464
285,Built-up  Area,Ready To Move,other,2,,965.0,2.0,1.0,45.0,2.0,4663.21243523316
286,Super built-up  Area,Ready To Move,other,2,Sothin ,925.0,2.0,1.0,55.0,2.0,5945.945945945946
287,Super built-up  Area,19-Jun,Hosa Road,3,Sosisic,1513.0,3.0,1.0,103.0,3.0,6807.666886979511
288,Super built-up  Area,Ready To Move,Yeshwanthpur,1,IBityin,665.0,1.0,1.0,36.85,1.0,5541.353383458647
289,Super built-up  Area,Ready To Move,NGR Layout,2,BSian M,1020.0,2.0,1.0,48.45,2.0,4750.0
290,Super built-up  Area,Ready To Move,Electronic City,3,Palleon,1350.0,3.0,2.0,66.0,3.0,4888.888888888889
291,Super built-up  Area,Ready To Move,Hormavu,2,Cadel C,1210.0,2.0,3.0,69.0,2.0,5702.479338842975
292,Super built-up  Area,Ready To Move,Kammanahalli,2,Bhide P,1200.0,2.0,2.0,80.0,2.0,6666.666666666667
293,Built-up  Area,Ready To Move,Ananth Nagar,2,Patri M,960.0,2.0,3.0,37.0,2.0,3854.1666666666665
294,Super built-up  Area,Ready To Move,Thanisandra,3,MenueNo,1430.0,2.0,2.0,51.48,3.0,3600.0
295,Super built-up  Area,21-Jun,Vijayanagar,3,Saityat,1826.0,3.0,2.0,121.0,3.0,6626.506024096386
296,Plot  Area,Ready To Move,Gottigere,5,,1500.0,4.0,1.0,100.0,5.0,6666.666666666667
297,Super built-up  Area,Ready To Move,Haralur Road,2,RInceeg,1140.0,2.0,1.0,42.0,2.0,3684.2105263157896
298,Super built-up  Area,Ready To Move,Yeshwanthpur,3,Saade E,1523.0,3.0,3.0,170.0,3.0,11162.179908076165
299,Super built-up  Area,18-Dec,JP Nagar,2,Shestut,1300.0,2.0,1.0,109.0,2.0,8384.615384615385
300,Super built-up  Area,Ready To Move,other,3,Anair A,1369.0,2.0,3.0,72.0,3.0,5259.313367421476
301,Built-up  Area,Ready To Move,Yelahanka,2,,845.0,2.0,2.0,43.0,2.0,5088.757396449704
302,Super built-up  Area,18-Aug,Electronic City,1,Prarkun,630.0,1.0,1.0,33.7,1.0,5349.20634920635
303,Plot  Area,Ready To Move,Kaggadasapura,3,,1350.0,2.0,0.0,105.0,3.0,7777.777777777777
304,Plot  Area,Ready To Move,Kengeri Satellite Town,2,,1200.0,2.0,1.0,65.0,2.0,5416.666666666667
305,Super built-up  Area,Ready To Move,other,3,,1801.0,3.0,2.0,139.0,3.0,7717.9344808439755
306,Super built-up  Area,Ready To Move,Sarjapur  Road,2,DSndsod,1335.0,2.0,1.0,95.0,2.0,7116.104868913858
307,Super built-up  Area,Ready To Move,other,4,Reeroce,2631.0,3.0,,200.0,4.0,7601.672367920943
308,Super built-up  Area,Ready To Move,Talaghattapura,3,Toreeic,3554.0,4.0,1.0,340.0,3.0,9566.685424873382
309,Super built-up  Area,Ready To Move,JP Nagar,2,DSillto,1100.0,2.0,1.0,45.0,2.0,4090.909090909091
310,Super built-up  Area,19-Dec,Balagere,2,Soresea,1012.0,2.0,1.0,54.59,2.0,5394.268774703557
311,Super built-up  Area,Ready To Move,Nagavarapalya,1,PuonsSe,705.0,1.0,1.0,55.0,1.0,7801.418439716312
312,Built-up  Area,Ready To Move,Sarjapur,2,,1195.0,2.0,1.0,42.0,2.0,3514.644351464435
313,Built-up  Area,18-Dec,Whitefield,1,,624.0,1.0,1.0,35.0,1.0,5608.974358974359
314,Super built-up  Area,Ready To Move,Kodihalli,4,Soianal,3197.0,5.0,2.0,335.0,4.0,10478.573662808883
315,Plot  Area,Ready To Move,other,4,UpowsMe,1200.0,4.0,3.0,110.0,4.0,9166.666666666666
316,Built-up  Area,Ready To Move,Hulimavu,1,,450.0,1.0,1.0,20.0,1.0,4444.444444444444
317,Plot  Area,Ready To Move,Margondanahalli,2,,1000.0,2.0,0.0,57.0,2.0,5700.0
318,Built-up  Area,Ready To Move,other,2,SSoraba,1100.0,2.0,2.0,45.0,2.0,4090.909090909091
319,Super built-up  Area,Ready To Move,Thanisandra,3,Soitya ,1735.0,3.0,3.0,135.0,3.0,7780.979827089337
320,Plot  Area,Ready To Move,other,2,,1500.0,2.0,1.0,115.0,2.0,7666.666666666667
321,Super built-up  Area,19-Dec,Thanisandra,3,DSity S,2293.0,3.0,2.0,80.26,3.0,3500.2180549498476
322,Super built-up  Area,19-Apr,Whitefield,2,ARipsul,1063.0,2.0,1.0,42.52,2.0,4000.0
323,Super built-up  Area,17-May,Ramamurthy Nagar,2,Vedhias,1125.0,2.0,1.0,47.0,2.0,4177.777777777777
324,Plot  Area,Ready To Move,other,1,,600.0,1.0,1.0,60.0,1.0,10000.0
325,Super built-up  Area,Ready To Move,other,2,DSvil S,1100.0,2.0,1.0,46.0,2.0,4181.818181818182
326,Super built-up  Area,Ready To Move,Old Airport Road,2,,1050.0,2.0,2.0,50.0,2.0,4761.9047619047615
327,Super built-up  Area,Ready To Move,Panathur,3,Skinaa ,1597.0,3.0,1.0,67.12,3.0,4202.880400751409
328,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2,,1220.0,2.0,3.0,88.0,2.0,7213.11475409836
329,Super built-up  Area,Ready To Move,Banashankari Stage V,2,,1035.0,2.0,2.0,35.77,2.0,3456.038647342996
330,Super built-up  Area,18-Jun,9th Phase JP Nagar,3,,1240.0,2.0,2.0,39.89,3.0,3216.935483870968
331,Built-up  Area,Ready To Move,other,3,SoersTo,1190.0,3.0,1.0,55.0,3.0,4621.848739495798
332,Super built-up  Area,Ready To Move,Gottigere,3,Krryll ,1435.0,2.0,3.0,62.0,3.0,4320.557491289199
333,Plot  Area,Ready To Move,Hoskote,4,Dhistee,1200.0,4.0,3.0,140.0,4.0,11666.666666666666
334,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,Mameser,635.0,1.0,1.0,22.0,2.0,3464.566929133858
335,Super built-up  Area,Ready To Move,other,3,,2000.0,3.0,2.0,85.0,3.0,4250.0
336,Super built-up  Area,22-Dec,Bannerghatta Road,3,PrarePa,1532.5,3.0,0.0,79.465,3.0,5185.318107667211
337,Super built-up  Area,Ready To Move,other,3,Adevo S,1620.0,3.0,3.0,95.0,3.0,5864.197530864198
338,Super built-up  Area,Ready To Move,Old Madras Road,3,Saciatt,2266.0,3.0,2.0,207.0,3.0,9135.03971756399
339,Super built-up  Area,Ready To Move,Hoskote,3,Sohti S,1069.0,2.0,,38.0,3.0,3554.724041159963
340,Built-up  Area,Ready To Move,Malleshpalya,3,MancyRe,1405.0,2.0,2.0,77.0,3.0,5480.427046263345
341,Plot  Area,18-May,Ramagondanahalli,2,,845.0,2.0,1.0,45.82,2.0,5422.485207100592
342,Super built-up  Area,20-Dec,Whitefield,2,Goted U,1338.0,2.0,1.0,103.0,2.0,7698.056801195815
343,Super built-up  Area,Ready To Move,Hosakerehalli,3,APncyla,1596.0,3.0,3.0,79.8,3.0,5000.0
344,Carpet  Area,18-Dec,Hebbal,3,Arcia S,1069.0,3.0,2.0,65.4,3.0,6117.867165575305
345,Super built-up  Area,Ready To Move,Kasavanhalli,3,,1819.0,3.0,1.0,150.0,3.0,8246.289169873557
346,Built-up  Area,Ready To Move,KR Puram,2,,1200.0,2.0,0.0,90.0,2.0,7500.0
347,Super built-up  Area,Ready To Move,Brookefield,3,Mapleer,1594.0,3.0,2.0,140.0,3.0,8782.936010037642
348,Built-up  Area,Ready To Move,other,3,Sohea A,2300.0,3.0,3.0,120.0,3.0,5217.391304347826
349,Plot  Area,Ready To Move,Kumaraswami Layout,4,,2000.0,4.0,1.0,139.0,4.0,6950.0
350,Super built-up  Area,Ready To Move,other,3,,1800.0,3.0,3.0,120.0,3.0,6666.666666666667
351,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4,,1560.0,4.0,1.0,160.0,4.0,10256.410256410256
352,Super built-up  Area,18-Jun,Old Madras Road,4,Brica E,3715.0,6.0,0.0,212.5,4.0,5720.053835800808
353,Super built-up  Area,16-Sep,Raja Rajeshwari Nagar,3,,1280.0,3.0,2.0,57.6,3.0,4500.0
354,Plot  Area,Ready To Move,other,3,,1200.0,2.0,0.0,108.0,3.0,9000.0
355,Super built-up  Area,19-Sep,Hegde Nagar,3,SoisoCa,2087.01,3.0,2.0,115.0,3.0,5510.275465857853
356,Super built-up  Area,Ready To Move,Vittasandra,2,Prlla C,1404.0,2.0,1.0,68.8,2.0,4900.284900284901
357,Super built-up  Area,Ready To Move,other,2,Pancy R,993.0,2.0,3.0,45.5,2.0,4582.074521651561
358,Super built-up  Area,Ready To Move,other,2,,1272.0,2.0,2.0,51.5,2.0,4048.7421383647797
359,Super built-up  Area,18-Jun,Whitefield,2,Asarqz ,1277.0,2.0,1.0,77.0,2.0,6029.757243539546
360,Super built-up  Area,18-Jun,8th Phase JP Nagar,2,,1080.0,2.0,2.0,35.0,2.0,3240.740740740741
361,Built-up  Area,Ready To Move,Bannerghatta Road,3,,1350.0,2.0,,51.0,3.0,3777.777777777778
362,Built-up  Area,Ready To Move,Whitefield,4,,4200.0,4.0,2.0,420.0,4.0,10000.0
363,Super built-up  Area,19-Jul,Kanakpura Road,3,Soazak ,1592.0,3.0,,125.0,3.0,7851.75879396985
364,Super built-up  Area,Ready To Move,Hulimavu,3,,1758.0,3.0,2.0,65.0,3.0,3697.3833902161546
365,Super built-up  Area,17-Sep,other,2,,1035.0,2.0,2.0,55.0,2.0,5314.009661835748
366,Super built-up  Area,Ready To Move,Kasavanhalli,2,,1125.0,2.0,1.0,61.2,2.0,5440.0
367,Built-up  Area,Ready To Move,Kanakpura Road,3,PuandHi,1843.0,3.0,2.0,90.0,3.0,4883.342376559956
368,Super built-up  Area,Ready To Move,Ananth Nagar,2,,870.0,2.0,2.0,36.0,2.0,4137.931034482759
369,Super built-up  Area,Ready To Move,JP Nagar,2,Maerar ,1245.0,2.0,2.0,110.0,2.0,8835.341365461847
370,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3,Mauner ,1318.0,3.0,1.0,54.0,3.0,4097.11684370258
371,Super built-up  Area,18-May,other,3,,1250.0,3.0,2.0,54.0,3.0,4320.0
372,Built-up  Area,Ready To Move,Yelahanka,2,JSlipTu,1200.0,2.0,2.0,55.0,2.0,4583.333333333333
373,Plot  Area,Ready To Move,other,4,,1376.0,4.0,1.0,156.0,4.0,11337.209302325582
374,Super built-up  Area,Ready To Move,Whitefield,3,Santste,2247.0,3.0,,145.0,3.0,6453.048509123276
375,Super built-up  Area,Ready To Move,Prithvi Layout,4,Prigh L,4040.0,4.0,0.0,500.0,4.0,12376.237623762376
376,Built-up  Area,Ready To Move,Chikkabanavar,5,,2400.0,4.0,0.0,97.0,5.0,4041.6666666666665
377,Built-up  Area,Ready To Move,Bellandur,2,,1350.0,2.0,1.0,79.0,2.0,5851.851851851852
378,Plot  Area,Ready To Move,other,5,,1600.0,5.0,2.0,140.0,5.0,8750.0
379,Built-up  Area,Ready To Move,Ambedkar Nagar,4,SoechHa,3530.0,4.0,2.0,290.0,4.0,8215.297450424929
380,Super built-up  Area,Ready To Move,Marathahalli,2,Saavean,1144.0,2.0,2.0,65.0,2.0,5681.818181818182
381,Built-up  Area,Ready To Move,TC Palaya,2,,1000.0,2.0,0.0,64.0,2.0,6400.0
382,Super built-up  Area,Ready To Move,Domlur,3,Saiewas,1950.0,3.0,3.0,165.0,3.0,8461.538461538461
383,Built-up  Area,Ready To Move,Ramamurthy Nagar,2,,1200.0,2.0,1.0,68.0,2.0,5666.666666666667
384,Super built-up  Area,19-Dec,Binny Pete,4,Shestlo,2940.0,6.0,2.0,201.0,4.0,6836.734693877551
385,Plot  Area,Ready To Move,Malleshpalya,4,,2592.0,4.0,2.0,250.0,4.0,9645.061728395061
386,Super built-up  Area,Ready To Move,other,3,,1544.0,3.0,,120.0,3.0,7772.020725388601
387,Super built-up  Area,Ready To Move,Hennur Road,3,Koagati,1186.0,2.0,2.0,55.33,3.0,4665.2613827993255
388,Built-up  Area,Ready To Move,Kaikondrahalli,4,Srsica ,1700.0,4.0,,108.0,4.0,6352.941176470588
389,Super built-up  Area,17-Nov,Babusapalaya,3,,1213.0,2.0,2.0,41.39,3.0,3412.201154163232
390,Built-up  Area,Ready To Move,other,3,DRnerns,1405.0,3.0,0.0,169.0,3.0,12028.469750889679
391,Super built-up  Area,Ready To Move,Bellandur,3,,1605.0,3.0,2.0,85.0,3.0,5295.95015576324
392,Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075.0,2.0,1.0,44.0,3.0,4093.0232558139537
393,Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1200.0,2.0,2.0,69.0,3.0,5750.0
394,Super built-up  Area,21-Dec,Kanakpura Road,2,PrarePa,700.0,2.0,1.0,34.98,2.0,4997.142857142857
395,Super built-up  Area,20-Aug,Begur Road,1,Pruthg ,644.0,1.0,1.0,40.0,1.0,6211.180124223602
396,Built-up  Area,Ready To Move,other,3,SoliaMa,1942.0,3.0,1.0,155.0,3.0,7981.462409886714
397,Super built-up  Area,Ready To Move,Rajaji Nagar,6,,3900.0,6.0,3.0,260.0,6.0,6666.666666666667
398,Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1460.0,2.0,1.0,90.0,3.0,6164.3835616438355
399,Built-up  Area,Ready To Move,other,1,,400.0,1.0,0.0,35.0,1.0,8750.0
400,Super built-up  Area,19-Mar,Hennur Road,3,Puachal,1482.0,2.0,2.0,83.73,3.0,5649.797570850203
401,Plot  Area,18-May,Kaggalipura,3,AxvamTa,2400.0,3.0,1.0,165.0,3.0,6875.0
402,Super built-up  Area,Ready To Move,other,2,,775.0,2.0,1.0,55.0,2.0,7096.774193548387
403,Super built-up  Area,19-Jul,Kanakpura Road,2,Soazak ,1300.0,2.0,1.0,89.76,2.0,6904.615384615385
404,Super built-up  Area,Ready To Move,Kaggadasapura,3,Frowsru,1615.0,3.0,3.0,58.0,3.0,3591.331269349845
405,Super built-up  Area,Ready To Move,other,2,,1210.0,2.0,2.0,40.0,2.0,3305.785123966942
406,Super built-up  Area,Ready To Move,OMBR Layout,2,Drerspe,1300.0,2.0,2.0,80.0,2.0,6153.846153846154
407,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,BriumMi,1175.0,2.0,2.0,82.5,2.0,7021.276595744681
408,Built-up  Area,Ready To Move,Sarjapur  Road,3,Viissmi,1400.0,3.0,2.0,55.0,3.0,3928.5714285714284
409,Super built-up  Area,Ready To Move,HSR Layout,3,Klort C,1750.0,3.0,2.0,95.0,3.0,5428.571428571428
410,Super built-up  Area,Ready To Move,other,2,ArierPr,1250.0,2.0,2.0,90.0,2.0,7200.0
411,Plot  Area,18-May,Margondanahalli,3,,1625.0,3.0,0.0,80.0,3.0,4923.076923076923
412,Super built-up  Area,Ready To Move,Yeshwanthpur,1,IBityin,668.0,1.0,1.0,36.85,1.0,5516.4670658682635
413,Built-up  Area,Ready To Move,other,2,HooudSi,1230.0,2.0,3.0,55.0,2.0,4471.544715447155
414,Super built-up  Area,Ready To Move,OMBR Layout,3,,1855.0,3.0,2.0,145.0,3.0,7816.711590296496
415,Built-up  Area,Ready To Move,other,3,,1350.0,2.0,2.0,65.0,3.0,4814.814814814815
416,Super built-up  Area,Ready To Move,Mysore Road,3,,1525.0,3.0,2.0,96.0,3.0,6295.081967213115
417,Super built-up  Area,Ready To Move,Gubbalala,3,MauilTr,2000.0,3.0,3.0,125.0,3.0,6250.0
418,Super built-up  Area,18-Mar,Balagere,2,Soresea,1012.0,2.0,1.0,53.58,2.0,5294.466403162055
419,Super built-up  Area,Ready To Move,Sarjapur  Road,3,Supleon,2100.0,3.0,2.0,125.0,3.0,5952.380952380952
420,Super built-up  Area,18-Apr,Whitefield,3,Alsta F,1396.0,3.0,1.0,74.0,3.0,5300.859598853868
421,Super built-up  Area,Ready To Move,Banaswadi,2,,1200.0,2.0,3.0,60.0,2.0,5000.0
422,Built-up  Area,Ready To Move,other,3,,1745.0,3.0,2.0,77.0,3.0,4412.607449856733
423,Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2,Mauner ,861.0,2.0,0.0,36.5,2.0,4239.256678281068
424,Super built-up  Area,Ready To Move,Whitefield,2,SSthamh,1205.0,2.0,1.0,40.0,2.0,3319.5020746887967
425,Super built-up  Area,Ready To Move,Garudachar Palya,2,,1060.0,2.0,1.0,48.5,2.0,4575.471698113208
426,Plot  Area,Ready To Move,other,2,Clood E,2400.0,2.0,1.0,95.0,2.0,3958.3333333333335
427,Super built-up  Area,18-Mar,Akshaya Nagar,3,,1360.0,2.0,2.0,85.0,3.0,6250.0
428,Built-up  Area,Ready To Move,Vidyaranyapura,2,,1060.0,2.0,2.0,55.0,2.0,5188.679245283019
429,Built-up  Area,Ready To Move,Varthur,2,HioraTr,1160.0,2.0,2.0,44.0,2.0,3793.103448275862
430,Plot  Area,18-May,TC Palaya,3,,1500.0,3.0,0.0,83.0,3.0,5533.333333333333
431,Super built-up  Area,Ready To Move,Marathahalli,2,,1019.0,2.0,2.0,49.86,2.0,4893.032384690873
432,Super built-up  Area,Ready To Move,Rajiv Nagar,4,PuoodSk,2340.0,4.0,1.0,148.0,4.0,6324.786324786325
433,Super built-up  Area,Ready To Move,Electronic City Phase II,2,Brods W,1031.0,2.0,1.0,56.35,2.0,5465.56741028128
434,Super built-up  Area,Ready To Move,Begur Road,3,Dhalsh ,1500.0,2.0,3.0,55.0,3.0,3666.6666666666665
435,Super built-up  Area,21-Jul,Hoodi,2,GoAirej,1108.0,2.0,0.0,66.46,2.0,5998.194945848375
436,Super built-up  Area,Ready To Move,Bhoganhalli,3,Pride S,1760.0,3.0,2.0,127.0,3.0,7215.909090909091
437,Built-up  Area,Ready To Move,Harlur,4,Prncyrn,2569.0,4.0,1.0,175.0,4.0,6811.989100817439
438,Built-up  Area,Ready To Move,other,3,RRersow,1550.0,3.0,1.0,75.0,3.0,4838.709677419355
439,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,,990.0,2.0,2.0,50.0,2.0,5050.50505050505
440,Super built-up  Area,Ready To Move,Chikkalasandra,2,,1070.0,2.0,1.0,42.8,2.0,4000.0
441,Super built-up  Area,20-Nov,Rachenahalli,2,AsNowre,985.0,2.0,1.0,49.97,2.0,5073.096446700508
442,Super built-up  Area,Ready To Move,Begur Road,2,,1260.0,2.0,1.0,39.69,2.0,3150.0
443,Built-up  Area,Ready To Move,Malleshpalya,2,KencyRe,1421.0,2.0,1.0,90.0,2.0,6333.56790992259
444,Plot  Area,Ready To Move,Anandapura,2,,875.0,2.0,1.0,57.0,2.0,6514.285714285715
445,Super built-up  Area,18-Aug,Hennur Road,2,Puachal,1232.0,2.0,1.0,80.0,2.0,6493.506493506494
446,Super built-up  Area,Ready To Move,HRBR Layout,2,,1170.0,2.0,2.0,75.0,2.0,6410.25641025641
447,Super built-up  Area,Ready To Move,Jigani,2,DLhtsan,918.0,2.0,2.0,56.0,2.0,6100.217864923748
448,Built-up  Area,Ready To Move,other,4,,3150.0,4.0,2.0,150.0,4.0,4761.9047619047615
449,Super built-up  Area,18-Apr,Doddathoguru,2,,1200.0,2.0,2.0,75.0,2.0,6250.0
450,Super built-up  Area,Ready To Move,Anekal,2,,766.0,2.0,2.0,28.0,2.0,3655.3524804177546
451,Super built-up  Area,21-Dec,Kanakpura Road,1,PrarePa,525.0,1.0,1.0,26.25,1.0,5000.0
452,Super built-up  Area,Ready To Move,Sompura,3,Suiseit,1275.0,3.0,1.0,59.0,3.0,4627.450980392156
453,Super built-up  Area,Ready To Move,other,1,,700.0,1.0,1.0,41.0,1.0,5857.142857142857
454,Super built-up  Area,18-Mar,Bhoganhalli,4,Rosha I,1974.0,4.0,0.0,106.0,4.0,5369.807497467072
455,Super built-up  Area,Ready To Move,other,3,,1500.0,2.0,2.0,75.0,3.0,5000.0
456,Super built-up  Area,18-Dec,Ramamurthy Nagar,2,Vaharvi,1200.0,2.0,1.0,48.0,2.0,4000.0
457,Super built-up  Area,Ready To Move,Kodigehaali,2,Shyas S,1013.0,2.0,1.0,51.0,2.0,5034.550839091807
458,Super built-up  Area,Ready To Move,Hebbal Kempapura,4,GonumPl,3900.0,5.0,,360.0,4.0,9230.76923076923
459,Built-up  Area,Ready To Move,GM Palaya,2,,1030.0,2.0,1.0,60.0,2.0,5825.242718446602
460,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,RothaVa,1500.0,3.0,2.0,104.0,3.0,6933.333333333333
461,Super built-up  Area,Ready To Move,Sarjapur,4,Prldsum,3508.0,6.0,2.0,425.0,4.0,12115.165336374002
462,Super built-up  Area,Ready To Move,Sarjapur  Road,2,Adeatlm,1278.0,2.0,2.0,95.0,2.0,7433.489827856025
463,Super built-up  Area,21-Sep,Kanakpura Road,2,PrarePa,900.0,2.0,1.0,42.0,2.0,4666.666666666667
464,Super built-up  Area,Ready To Move,Sarjapur,2,Sondaka,950.0,2.0,2.0,32.5,2.0,3421.0526315789475
465,Super built-up  Area,18-May,Electronics City Phase 1,2,Shitt S,1205.0,2.0,2.0,60.0,2.0,4979.253112033195
466,Super built-up  Area,Ready To Move,Varthur,2,Unris E,1100.0,2.0,2.0,72.0,2.0,6545.454545454545
467,Super built-up  Area,Ready To Move,Hennur Road,3,,1975.0,3.0,3.0,123.0,3.0,6227.848101265823
468,Super built-up  Area,Ready To Move,Anjanapura,2,ACopsva,950.0,2.0,1.0,40.0,2.0,4210.526315789473
469,Super built-up  Area,Ready To Move,Varthur,2,Hirio L,986.0,2.0,1.0,31.0,2.0,3144.0162271805275
470,Super built-up  Area,Ready To Move,Judicial Layout,4,MNnia E,2330.0,3.0,2.0,94.71,4.0,4064.8068669527897
471,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,Lancyey,1090.0,2.0,2.0,43.59,2.0,3999.0825688073396
